6.724600073198769594e-04,3.024317683007282098e-01,2.686962100418160428e-04,5.231650004765754147e+01
2.653605152896532961e-03,4.248125431300446841e-01,3.523265254126667850e-05,1.712307438785207978e+02
1.153546435132737535e+01,3.651919383114972817e+01,3.281564895208393590e-07,1.645037643923761789e+04
8.323897077519698939e+01,1.587166676922379907e+02,4.270128477080828181e-07,3.006398496255239661e+04
7.456669134132698842e-03,9.944178758391420958e-01,5.429310663990168556e-05,2.110414991169982670e+02
5.115591871303563076e-01,7.690447034204776600e+00,2.645524228045366793e-06,2.658738774473117701e+03
4.927671482248479500e+06,5.013380707394700585e+04,2.945243112740432779e-10,2.034513220671894029e+07
3.408626920500657320e+01,8.877861669344781603e+01,4.971713173971921825e-07,2.083804167538900583e+04
2.862749815266224323e+04,3.795655060424726798e+03,9.114271304761008624e-09,1.006324719971328741e+06
8.323897077519698939e+01,1.587166676922379907e+02,4.270128477080828181e-07,3.006398496255239661e+04
1.708259447179473825e-02,1.737971978563497499e+00,5.105088062083414178e-05,2.877236189501559238e+02
8.323897077519698939e+01,1.587166676922379907e+02,4.270128477080828181e-07,3.006398496255239661e+04
2.862749815266224323e+04,3.795655060424726798e+03,9.114271304761008624e-09,1.006324719971328741e+06
3.408626920500657320e+01,8.877861669344781603e+01,4.971713173971921825e-07,2.083804167538900583e+04
4.927671482248479500e+06,5.013380707394700585e+04,2.945243112740432779e-10,2.034513220671894029e+07
1.642557160749493400e+06,1.671126902464900195e+04,9.817477042468108831e-11,2.034513220671894029e+07
7.103302607311259464e+01,1.213833888821718574e+02,2.523098994615358304e-07,3.420331751604406600e+04
1.283247781835541718e+04,2.088908628081125244e+03,7.249829200591833387e-09,8.370503502670588205e+05
1.642557160749493400e+06,1.671126902464900195e+04,9.817477042468108831e-11,2.034513220671894029e+07
2.899334937113603061e+01,5.528333369055480517e+01,1.487348121230400797e-07,3.006398496255239661e+04
2.574927401407025793e-02,2.133773655590117002e+00,3.882112588307600344e-05,3.655913059407882884e+02
8.323897077519698939e+01,1.587166676922379907e+02,4.270128477080828181e-07,3.006398496255239661e+04
1.642557160749493400e+06,1.671126902464900195e+04,9.817477042468108831e-11,2.034513220671894029e+07
1.283247781835541718e+04,2.088908628081125244e+03,7.249829200591833387e-09,8.370503502670588205e+05
7.103302607311259464e+01,1.213833888821718574e+02,2.523098994615358304e-07,3.420331751604406600e+04
1.642557160749493400e+06,1.671126902464900195e+04,9.817477042468108831e-11,2.034513220671894029e+07
3.845401309116326593e+04,1.980594847365809073e+03,2.875556556947911497e-10,4.092536992534366436e+06
2.156974266676701859e+02,2.026658983131611649e+02,1.027222384728657792e-07,6.926500179374472646e+04
1.642557160749493400e+06,1.671126902464900195e+04,4.908738521234054416e-11,2.877236189501558244e+07
1.025440349097687140e+05,5.281586259642157529e+03,7.668150818527764681e-10,4.092536992534366436e+06
1.758824304603758719e+04,1.878457690242134959e+03,2.626791929161822744e-09,1.318692755590847926e+06
1.512524514919088688e+05,7.790339732972181991e+03,1.885087076221408740e-09,3.170065523164677434e+06
2.279429469637537748e+07,5.568102965314121684e+04,1.386019627883196480e-11,9.883816793781504035e+07
2.574927401407025793e-02,2.133773655590117002e+00,3.882112588307600344e-05,3.655913059407882884e+02
2.279429469637537748e+07,5.568102965314121684e+04,1.386019627883196480e-11,9.883816793781504035e+07
1.512524514919088688e+05,7.790339732972181991e+03,1.885087076221408740e-09,3.170065523164677434e+06
1.758824304603758719e+04,1.878457690242134959e+03,2.626791929161822744e-09,1.318692755590847926e+06
1.025440349097687140e+05,5.281586259642157529e+03,7.668150818527764681e-10,4.092536992534366436e+06
1.642557160749493400e+06,1.671126902464900195e+04,4.908738521234054416e-11,2.877236189501558244e+07
2.156974266676701859e+02,2.026658983131611649e+02,1.027222384728657792e-07,6.926500179374472646e+04
3.845401309116326593e+04,1.980594847365809073e+03,2.875556556947911497e-10,4.092536992534366436e+06
5.478060019957156328e+02,3.425688347800680162e+02,6.502901689745510929e-08,1.131816651776373328e+05
9.855342964496958302e+05,1.002676141478940190e+04,5.890486225480865816e-11,2.034513220671894029e+07
2.376050576234705222e+05,6.904274167251087420e+03,4.301289394164350645e-10,6.247631860146548599e+06
1.314045728599594673e+06,1.336901521971920192e+04,3.926990816987243662e-11,2.877236189501558244e+07
5.867616743646740913e+07,7.736698622522692312e+04,2.061198940020263356e-12,3.021159350886756182e+08
1.155267625859024003e+07,4.814281603780721343e+04,1.752022723931824353e-11,8.174319826826748252e+07
1.709572102228153124e+07,4.176077223985591991e+04,5.197573604561986395e-12,1.397782775777676702e+08
